timeStamp,sales,transactions
2013-09-11 00:00:00,3459.46,559
2013-09-12 00:00:00,3944.57,582
2013-09-13 00:00:00,5732.47,796
2013-09-14 00:00:00,4867.72,648
2013-09-15 00:00:00,4641.1,573
2013-09-16 00:00:00,4239.63,631
2013-09-17 00:00:00,3545.41,562
2013-09-18 00:00:00,3782.25,580
2013-09-19 00:00:00,4395.09,628
2013-09-20 00:00:00,5471.07,777
2013-09-21 00:00:00,4666.63,640
2013-09-22 00:00:00,4607.37,596
2013-09-23 00:00:00,3956.62,588
2013-09-24 00:00:00,3380.64,494
2013-09-25 00:00:00,4144.48,614
2013-09-26 00:00:00,5018.04,699
2013-09-27 00:00:00,4464.5,582
2013-09-28 00:00:00,4358.98,555
2013-09-29 00:00:00,4400.1,567
2013-09-30 00:00:00,3853.95,569
2013-10-01 00:00:00,3970.71,602
2013-10-02 00:00:00,4173.95,602
2013-10-03 00:00:00,4662.08,631
2013-10-04 00:00:00,6144.77,797
2013-10-05 00:00:00,4601.06,590
2013-10-06 00:00:00,4648.91,643
2013-10-07 00:00:00,3862.23,588
2013-10-08 00:00:00,4170.99,606
2013-10-09 00:00:00,4261.99,625
2013-10-10 00:00:00,5016.61,664
2013-10-11 00:00:00,6730.36,905
2013-10-12 00:00:00,4008.56,461
2013-10-13 00:00:00,5099.44,701
2013-10-14 00:00:00,4128.92,582
2013-10-15 00:00:00,4049.39,620
2013-10-16 00:00:00,4351.18,627
2013-10-17 00:00:00,5139.89,739
2013-10-18 00:00:00,6228.69,870
2013-10-19 00:00:00,5241.92,600
2013-10-20 00:00:00,5216.02,678
2013-10-21 00:00:00,4226.74,644
2013-10-22 00:00:00,4094.25,608
2013-10-23 00:00:00,4289.38,648
2013-10-24 00:00:00,4987.36,695
2013-10-25 00:00:00,6569.77,804
2013-10-26 00:00:00,4831.43,614
2013-10-27 00:00:00,4790.89,643
2013-10-28 00:00:00,3991.18,571
2013-10-29 00:00:00,3807.88,583
2013-10-30 00:00:00,4053.03,574
2013-10-31 00:00:00,4274.8,575
2013-11-01 00:00:00,6141.33,817
2013-11-02 00:00:00,5487.01,687
2013-11-03 00:00:00,4816.45,601
2013-11-04 00:00:00,3877.98,557
2013-11-05 00:00:00,3657.58,557
2013-11-06 00:00:00,3700.44,565
2013-11-07 00:00:00,4453.94,614
2013-11-08 00:00:00,6093.24,849
2013-11-09 00:00:00,4948.56,650
2013-11-10 00:00:00,4790.09,607
2013-11-11 00:00:00,4069.02,593
2013-11-12 00:00:00,3647.1,547
2013-11-13 00:00:00,3991.6,598
2013-11-14 00:00:00,4331.88,629
2013-11-15 00:00:00,5804.35,773
2013-11-16 00:00:00,4951.06,663
2013-11-17 00:00:00,2203.65,259
2013-11-18 00:00:00,3848.17,562
2013-11-19 00:00:00,3735.57,546
2013-11-20 00:00:00,4328.26,623
2013-11-21 00:00:00,4180.57,628
2013-11-22 00:00:00,5803.81,765
2013-11-23 00:00:00,4822.25,619
2013-11-24 00:00:00,3544.75,504
2013-11-25 00:00:00,4344.55,627
2013-11-26 00:00:00,6160.92,867
2013-11-27 00:00:00,8169.41,1115
2013-11-29 00:00:00,5295.36,717
2013-11-30 00:00:00,5309.28,717
2013-12-01 00:00:00,7356.25,897
2013-12-02 00:00:00,4292.7,627
2013-12-03 00:00:00,3733.82,571
2013-12-04 00:00:00,4484.72,635
2013-12-05 00:00:00,4290.94,606
2013-12-06 00:00:00,4950.02,650
2013-12-07 00:00:00,4618.16,550
2013-12-09 00:00:00,3626.85,554
2013-12-10 00:00:00,3823.55,568
2013-12-11 00:00:00,4054.7,574
2013-12-12 00:00:00,4294.39,625
2013-12-13 00:00:00,5663.2,734
2013-12-14 00:00:00,3689.31,415
2013-12-15 00:00:00,3879.15,479
2013-12-16 00:00:00,3685.62,507
2013-12-17 00:00:00,4094.25,621
2013-12-18 00:00:00,4614.04,675
2013-12-19 00:00:00,4935.01,711
2013-12-20 00:00:00,5883.95,805
2013-12-21 00:00:00,5052.37,646
2013-12-22 00:00:00,3993.34,499
2013-12-23 00:00:00,5239.77,737
2013-12-24 00:00:00,3051.34,404
2013-12-26 00:00:00,4707.3,608
2013-12-27 00:00:00,5853.75,761
2013-12-28 00:00:00,4686.52,597
2013-12-29 00:00:00,4612.66,522
2013-12-30 00:00:00,4586.05,640
2013-12-31 00:00:00,4239.15,584
2014-01-01 00:00:00,3108.38,381
2014-01-02 00:00:00,3326.82,436
2014-01-03 00:00:00,5266.8,673
2014-01-04 00:00:00,4912.54,611
2014-01-05 00:00:00,453.35,54
2014-01-08 00:00:00,2669.26,355
2014-01-09 00:00:00,3660.34,487
2014-01-10 00:00:00,4802.35,641
2014-01-11 00:00:00,3780.53,511
2014-01-12 00:00:00,3969.1,518
2014-01-13 00:00:00,2909.42,462
2014-01-14 00:00:00,3248.4,483
2014-01-15 00:00:00,3492.35,511
2014-01-16 00:00:00,3830.39,514
2014-01-17 00:00:00,5212.2,670
2014-01-18 00:00:00,3071.58,388
2014-01-19 00:00:00,3381.04,373
2014-01-20 00:00:00,3667.03,540
2014-01-21 00:00:00,2559.16,383
2014-01-23 00:00:00,3589.15,514
2014-01-24 00:00:00,4836.37,637
2014-01-25 00:00:00,3520.86,407
2014-01-26 00:00:00,3141.37,356
2014-01-27 00:00:00,2711.56,405
2014-01-28 00:00:00,2946.72,400
2014-01-29 00:00:00,3533.32,508
2014-01-30 00:00:00,4087.85,603
2014-01-31 00:00:00,4876.6,675
2014-02-01 00:00:00,3617.31,441
2014-02-02 00:00:00,2751.47,337
2014-02-03 00:00:00,3142.88,470
2014-02-04 00:00:00,2429.55,356
2014-02-05 00:00:00,2518.51,322
2014-02-06 00:00:00,3692.72,525
2014-02-07 00:00:00,5192.79,656
2014-02-08 00:00:00,3869.86,481
2014-02-09 00:00:00,3853.43,426
2014-02-10 00:00:00,3394.73,482
2014-02-11 00:00:00,3866.8,565
2014-02-12 00:00:00,3728.8,530
2014-02-13 00:00:00,4581.25,619
2014-02-14 00:00:00,4660.67,603
2014-02-15 00:00:00,4404.78,521
2014-02-16 00:00:00,4166.04,506
2014-02-17 00:00:00,3360.65,425
2014-02-18 00:00:00,3686.8,524
2014-02-19 00:00:00,4298.15,569
2014-02-20 00:00:00,4336.56,578
2014-02-21 00:00:00,5075.45,671
2014-02-22 00:00:00,5304.35,606
2014-02-23 00:00:00,3892.9,471
2014-02-24 00:00:00,3254.22,491
2014-02-25 00:00:00,3787.79,536
2014-02-26 00:00:00,3882.08,536
2014-02-27 00:00:00,4463.83,599
2014-02-28 00:00:00,5404.77,717
2014-03-01 00:00:00,4899.51,595
2014-03-02 00:00:00,2840.18,325
2014-03-03 00:00:00,3155.8,419
2014-03-04 00:00:00,3772.25,533
2014-03-05 00:00:00,3966.57,569
2014-03-06 00:00:00,4146.45,593
2014-03-07 00:00:00,5853.54,757
2014-03-08 00:00:00,4522.74,519
2014-03-09 00:00:00,4622.35,524
2014-03-10 00:00:00,3477.46,500
2014-03-11 00:00:00,4134.93,615
2014-03-12 00:00:00,3229.39,458
2014-03-13 00:00:00,4570.32,589
2014-03-14 00:00:00,5803.82,757
2014-03-15 00:00:00,5307.26,627
2014-03-16 00:00:00,4570.62,568
2014-03-17 00:00:00,3877.99,541
2014-03-18 00:00:00,3930.73,594
2014-03-19 00:00:00,4260.72,580
2014-03-20 00:00:00,4446.73,616
2014-03-21 00:00:00,6520.13,764
2014-03-22 00:00:00,5129.27,636
2014-03-23 00:00:00,5075.47,611
2014-03-24 00:00:00,3937.81,528
2014-03-25 00:00:00,4174.65,595
2014-03-26 00:00:00,4614.78,572
2014-03-27 00:00:00,4851.04,635
2014-03-28 00:00:00,5932.73,751
2014-03-29 00:00:00,5502.94,673
2014-03-30 00:00:00,6182.76,630
2014-03-31 00:00:00,4060.46,548
2014-04-01 00:00:00,4226.02,602
2014-04-02 00:00:00,3963.92,525
2014-04-03 00:00:00,4954.44,668
2014-04-04 00:00:00,5768.81,715
2014-04-05 00:00:00,4996.9,615
2014-04-06 00:00:00,4339.17,561
2014-04-07 00:00:00,3673.39,544
2014-04-08 00:00:00,3711.06,503
2014-04-09 00:00:00,4158.4,548
2014-04-10 00:00:00,4282.09,578
2014-04-11 00:00:00,6149.58,823
2014-04-12 00:00:00,4214.54,497
2014-04-13 00:00:00,5045.01,601
2014-04-14 00:00:00,4048.71,597
2014-04-15 00:00:00,3745.73,546
2014-04-16 00:00:00,4023.65,550
2014-04-17 00:00:00,5246.95,696
2014-04-18 00:00:00,6694.05,847
2014-04-19 00:00:00,5392.36,637
2014-04-20 00:00:00,4126.76,472
2014-04-21 00:00:00,4368.89,570
2014-04-22 00:00:00,4172.76,564
2014-04-23 00:00:00,4276.37,588
2014-04-24 00:00:00,4706.32,628
2014-04-25 00:00:00,6337.71,790
2014-04-26 00:00:00,5715.31,646
2014-04-27 00:00:00,5132.06,559
2014-04-28 00:00:00,3760.78,502
2014-04-29 00:00:00,4042.15,579
2014-04-30 00:00:00,4602.62,639
2014-05-01 00:00:00,5399.76,720
2014-05-02 00:00:00,6391.34,780
2014-05-03 00:00:00,4944.48,582
2014-05-04 00:00:00,5477.05,635
2014-05-05 00:00:00,4174.55,592
2014-05-06 00:00:00,4153.77,591
2014-05-07 00:00:00,4655.81,620
2014-05-08 00:00:00,5365.6,700
2014-05-09 00:00:00,6400.5,786
2014-05-10 00:00:00,5788.83,660
2014-05-11 00:00:00,4345.66,512
2014-05-12 00:00:00,4509.28,601
2014-05-13 00:00:00,4061.84,570
2014-05-14 00:00:00,3843.54,552
2014-05-15 00:00:00,4826.19,664
2014-05-16 00:00:00,6016.97,739
2014-05-17 00:00:00,4419.83,539
2014-05-18 00:00:00,5458.77,612
2014-05-19 00:00:00,4223.38,589
2014-05-20 00:00:00,4198.78,574
2014-05-21 00:00:00,4698.58,593
2014-05-22 00:00:00,4875.33,645
2014-05-23 00:00:00,6767.66,813
2014-05-24 00:00:00,5316.41,604
2014-05-25 00:00:00,4215.39,522
2014-05-26 00:00:00,5337.84,560
2014-05-27 00:00:00,4306.01,597
2014-05-28 00:00:00,4021.03,557
2014-05-29 00:00:00,4515.63,634
2014-05-30 00:00:00,5741.77,718
2014-05-31 00:00:00,4923.36,559
2014-06-01 00:00:00,4607.42,518
2014-06-02 00:00:00,3862.16,434
2014-06-03 00:00:00,3960.6,547
2014-06-04 00:00:00,4151.26,560
2014-06-05 00:00:00,5462.19,743
2014-06-06 00:00:00,6500.72,829
2014-06-07 00:00:00,4993.11,582
2014-06-08 00:00:00,5485.22,652
2014-06-09 00:00:00,4859.75,635
2014-06-10 00:00:00,4048.61,561
2014-06-11 00:00:00,4908.6,671
2014-06-12 00:00:00,5221.52,677
2014-06-13 00:00:00,6842.86,829
2014-06-14 00:00:00,5169.36,601
2014-06-15 00:00:00,4849.03,577
2014-06-16 00:00:00,4411.24,584
2014-06-17 00:00:00,4704.82,646
2014-06-18 00:00:00,4778.82,615
2014-06-19 00:00:00,5608.43,648
2014-06-20 00:00:00,7002.98,793
2014-06-21 00:00:00,4535.72,524
2014-06-22 00:00:00,4914.84,575
2014-06-23 00:00:00,4575,585
2014-06-24 00:00:00,4709.51,609
2014-06-25 00:00:00,4578.85,604
2014-06-26 00:00:00,4585.99,620
2014-06-27 00:00:00,6603.39,818
2014-06-28 00:00:00,4949.09,587
2014-06-29 00:00:00,5812.81,659
2014-06-30 00:00:00,4521.63,613
2014-07-01 00:00:00,4863,604
2014-07-02 00:00:00,5551.93,701
2014-07-03 00:00:00,7045.53,846
2014-07-04 00:00:00,5111.06,552
2014-07-05 00:00:00,5002.39,545
2014-07-06 00:00:00,5706.37,622
2014-07-07 00:00:00,4625.95,636
2014-07-08 00:00:00,4519.24,605
2014-07-09 00:00:00,5370.96,661
2014-07-10 00:00:00,5686.08,691
2014-07-11 00:00:00,7336.1,817
2014-07-12 00:00:00,5498.12,596
2014-07-13 00:00:00,5820.47,657
2014-07-14 00:00:00,4801.42,605
2014-07-15 00:00:00,4706.06,590
