win_ratio,total_accuracy,kill_to_death_ratio,total_wins_per_hour,mvp_per_round,total_headshots_per_round,accuracy_ssg08,accuracy_awp,accuracy_deagle,accuracy_aug,accuracy_scar20,accuracy_m4a1,accuracy_ak47,accuracy_bizon,accuracy_elite,accuracy_famas,accuracy_fiveseven,accuracy_g3sg1,accuracy_galilar,accuracy_glock,accuracy_hkp2000,accuracy_m249,accuracy_mac10,accuracy_mag7,accuracy_mp7,accuracy_mp9,accuracy_negev,accuracy_nova,accuracy_p250,accuracy_p90,accuracy_sawedoff,accuracy_sg556,accuracy_tec9,accuracy_ump45,accuracy_xm1014,total_games_owned,VACBanned
0.51,0.18,1.18,21.73,0.14,0.41,0.27,0.32,0.21,0.17,0.21,0.19,0.16,0.18,0.23,0.22,0.21,0.22,0.16,0.21,0.22,0.12,0.18,0.26,0.19,0.21,0.05,0.23,0.17,0.15,0.17,0.2,0.16,0.19,0.24,46,0
0.45,0.18,1.57,16.6,0.1,0.74,0.25,0.33,0.23,0.16,0.21,0.19,0.19,0.22,0.14,0.19,0.16,0.18,0.15,0.15,0.19,0.08,0.24,0.18,0.22,0.23,0.09,0.17,0.21,0.14,0.14,0.15,0.16,0.22,0.17,189,0
0.48,0.21,1.06,5.52,0.07,1.48,0.22,0.37,0.2,0.24,0.13,0.21,0.2,0.25,0.23,0.2,0.32,0.29,0.17,0.28,0.32,0.11,0.19,0.24,0.23,0.18,0.09,0.18,0.23,0.17,0.17,0.19,0.83,0.27,0.21,12,0
0.48,0.16,1.11,21.94,0.1,0.29,0.37,0.31,0.21,0.13,0.07,0.16,0.12,0.16,0.15,0.16,0.38,0.06,0.2,0.08,0.08,0.02,,0.22,0.16,,0.03,0.27,,0.15,0.2,0.16,0.26,0.1,0.44,28,0
0.5,0.19,0.99,19.53,0.11,0.57,0.3,0.35,0.27,0.26,0.24,0.18,0.19,0.16,0.18,0.2,0.2,0.31,0.18,0.19,0.21,0.16,0.19,0.21,0.19,0.19,0.08,0.16,0.21,0.16,0.16,0.16,0.16,0.17,0.21,21,0
0.46,0.16,1.03,13.48,0.06,0.93,0.19,0.31,0.17,0.14,0.18,0.2,0.14,0.15,0.13,0.18,0.14,0.11,0.12,0.15,0.19,0.08,0.14,0.15,0.16,0.3,0.06,0.2,0.16,0.12,0.15,0.11,0.19,0.14,0.15,103,0
0.48,0.18,0.63,14.68,0.07,0.56,0.24,0.38,0.25,0.2,0.26,0.18,0.17,0.16,0.24,0.2,0.18,0.13,0.15,0.16,0.18,0.13,0.19,0.21,0.22,0.22,0.08,0.18,0.22,0.16,0.19,0.19,0.18,0.18,0.22,120,0
0.52,0.22,1.13,19.59,0.14,0.66,0.36,0.43,0.3,0.26,0.24,0.24,0.21,0.24,0.2,0.21,0.26,0.24,0.22,0.21,0.23,0.21,0.25,0.22,0.22,0.24,0.24,0.21,0.21,0.2,0.2,0.22,0.24,0.22,0.21,35,0
0.51,0.18,1.15,22.74,0.13,0.76,0.26,0.31,0.21,0.22,0.22,0.19,0.18,0.16,0.16,0.18,0.18,0.22,0.14,0.13,0.17,0.1,0.18,0.21,0.19,0.19,0.07,0.19,0.18,0.16,0.16,0.2,0.17,0.17,0.17,133,0
0.59,0.2,1.57,21.88,0.18,0.68,0.31,0.33,0.27,0.18,0.19,0.21,0.2,0.16,0.26,0.19,0.26,0.16,0.14,0.2,0.23,0.12,0.16,0.24,0.21,0.16,0.1,0.23,0.22,0.17,0.19,0.17,0.19,0.17,0.26,24,0
0.53,0.18,1.25,21.14,0.04,1.02,0.27,0.32,0.21,0.22,0.14,0.19,0.18,0.18,0.2,0.18,0.22,0.11,0.15,0.16,0.17,0.13,0.2,0.18,0.18,0.26,0.03,0.18,0.21,0.15,0.12,0.18,0.25,0.17,0.22,46,0
0.55,0.15,1.11,19.46,0.13,1.18,0.33,0.36,0.17,0.19,0.19,0.16,0.15,0.17,0.21,0.16,0.18,0.14,0.12,0.19,0.18,0.11,0.2,0.16,0.17,0.16,0.07,0.15,0.2,0.14,0.14,0.17,0.14,0.15,0.18,46,0
0.49,0.19,0.99,19.03,0.11,0.57,0.31,0.41,0.24,0.22,0.23,0.2,0.18,0.15,0.17,0.2,0.2,0.25,0.16,0.18,0.18,0.09,0.15,0.22,0.19,0.16,0.04,0.19,0.19,0.16,0.17,0.19,0.14,0.17,0.19,57,0
0.52,0.23,1.29,24.1,0.12,0.42,0.36,0.43,0.28,0.21,0.13,0.24,0.21,0.21,0.16,0.22,0.21,0.12,0.18,0.19,0.22,0.07,0.27,0.23,0.27,0.27,0.08,0.21,0.22,0.19,0.17,0.17,0.16,0.19,0.24,105,0
0.61,0.19,1.01,21.16,0.15,0.9,0.23,0.35,0.23,0.44,0.49,0.21,0.17,0.24,0.21,0.17,0.17,0.35,0.16,0.17,0.18,0.26,0.21,0.22,0.17,0.19,0.14,0.17,0.19,0.19,0.16,0.23,0.13,0.22,0.24,25,0
0.5,0.16,1.24,20.64,0.12,0.51,0.35,0.33,0.24,0.18,0.21,0.16,0.16,0.19,0.21,0.18,0.24,0.18,0.16,0.15,0.17,0.11,0.18,0.23,0.24,0.21,0.07,0.24,0.18,0.15,0.18,0.19,0.23,0.21,0.21,143,0
0.48,0.17,0.85,23.2,0.1,0.6,0.37,0.3,0.28,0.22,0.19,0.17,0.14,0.2,0.21,0.34,0.22,0.33,0.17,0.17,0.2,0.19,0.19,0.21,0.27,0.22,0.13,0.22,0.18,0.15,0.19,0.15,0.23,0.22,0.24,148,0
0.48,0.13,0.91,21,0.08,0.31,0.24,0.27,0.2,0.12,0.11,0.12,0.13,0.14,0.12,0.11,0.14,0.1,0.11,0.14,0.17,0.07,0.12,0.19,0.14,0.16,0.04,0.17,0.17,0.1,0.13,0.11,0.12,0.11,0.17,61,0
0.48,0.19,0.96,22.63,0.09,0.37,0.32,0.41,0.24,0.26,0.35,0.2,0.16,0.23,0.21,0.26,0.12,0.27,0.2,0.18,0.18,0.17,0.11,0.24,0.22,0.22,0.11,0.2,0.19,0.17,0.18,0.21,0.17,0.2,0.18,24,0
0.51,0.16,1.08,12.39,0.07,1.46,0.25,0.32,0.22,0.16,0.13,0.15,0.17,0.13,0.13,0.15,0.22,0.08,0.12,0.14,0.18,0.07,0.15,0.15,0.16,0.16,0.04,0.15,0.2,0.12,0.13,0.14,0.14,0.14,0.15,81,0
0.45,0.18,0.93,19.38,0.07,0.38,0.27,0.34,0.24,0.17,0.12,0.15,0.14,0.32,0.27,0.17,0.46,0.23,0.14,0.24,0.25,0.35,0.3,0.34,0.24,0.27,0.28,0.19,0.31,0.16,0.29,0.19,0.15,0.14,0.2,58,0
0.51,0.19,1.09,17.81,0.12,0.65,0.35,0.4,0.24,0.21,0.14,0.2,0.19,0.17,0.2,0.2,0.17,0.21,0.16,0.2,0.19,0.12,0.28,0.21,0.22,0.28,0.06,0.21,0.21,0.16,0.17,0.18,0.2,0.19,0.21,55,0
0.5,0.19,1.06,23.17,0.1,0.33,0.35,0.37,0.29,0.22,0.2,0.2,0.18,0.19,0.22,0.21,0.2,0.15,0.17,0.19,0.2,0.12,0.22,0.2,0.22,0.19,0.06,0.19,0.19,0.18,0.16,0.17,0.14,0.18,0.21,44,0
0.5,0.12,0.96,22.18,0.09,0.43,0.2,0.25,0.2,0.16,0.07,0.11,0.1,0.11,0.17,0.11,0.19,0.1,0.15,0.14,0.15,0.07,0.16,0.21,0.14,0.13,0.05,0.17,0.16,0.12,0.15,0.13,0.14,0.11,0.17,4,0
0.68,0.26,1.82,16.19,0.33,2,0.44,0.52,0.31,0.3,0.29,0.25,0.24,0.55,0.28,0.22,0.26,0.3,0.2,0.24,0.3,0.56,0.57,0.26,0.93,0.62,0.16,0.32,0.26,0.37,0.21,0.26,0.53,0.8,0.58,15,0
0.47,0.18,0.6,17.78,0.09,0.65,0.37,0.37,0.24,0.26,0.23,0.21,0.16,0.17,0.22,0.31,0.18,0.2,0.15,0.16,0.17,0.09,0.33,0.2,0.3,0.28,0.12,0.18,0.22,0.13,0.18,0.19,0.23,0.23,0.19,95,0
0.49,0.17,0.91,18.62,0.11,1.19,0.31,0.35,0.19,0.14,0.16,0.16,0.17,0.14,0.18,0.17,0.16,0.25,0.12,0.17,0.18,0.09,0.16,0.12,0.14,0.15,0.04,0.11,0.19,0.13,0.1,0.15,0.13,0.13,0.14,16,0
0.51,0.19,1.41,16.3,0.15,1,0.39,0.42,0.31,0.22,0.22,0.22,0.15,0.22,0.23,0.21,0.19,0.2,0.16,0.23,0.23,0.14,0.25,0.22,0.25,0.25,0.08,0.19,0.22,0.18,0.21,0.2,0.22,0.18,0.24,106,0
0.5,0.17,1.21,21.68,0.11,0.31,0.29,0.38,0.2,0.16,0.17,0.16,0.19,0.12,0.17,0.15,0.14,0.14,0.14,0.15,0.16,0.08,0.16,0.16,0.18,0.17,0.04,0.19,0.22,0.12,0.15,0.15,0.14,0.14,0.18,18,0
0.55,0.21,1.35,21.37,0.14,0.84,0.35,0.36,0.27,0.24,0.21,0.2,0.2,0.19,0.21,0.21,0.23,0.23,0.18,0.22,0.23,0.17,0.24,0.22,0.24,0.23,0.11,0.22,0.22,0.17,0.2,0.22,0.21,0.21,0.2,103,0
0.51,0.18,1.31,14.22,0.12,0.92,0.32,0.36,0.23,0.28,0.21,0.2,0.17,0.16,0.19,0.22,0.17,0.23,0.14,0.16,0.17,0.11,0.21,0.19,0.2,0.24,0.09,0.16,0.23,0.16,0.16,0.16,0.32,0.25,0.25,71,0
0.47,0.18,1.28,16.79,0.07,0.38,0.43,0.43,0.25,0.18,0.21,0.19,0.17,0.16,0.31,0.23,0.2,0.35,0.14,0.18,0.22,0.51,0.22,0.2,0.25,0.25,0.12,0.19,0.22,0.16,0.15,0.16,0.13,0.23,0.2,19,0
0.55,0.18,1.2,17.53,0.11,0.86,0.32,0.45,0.26,0.23,0.16,0.19,0.19,0.16,0.15,0.22,0.24,0.17,0.15,0.16,0.2,0.06,0.13,0.2,0.19,0.13,0.05,0.21,0.22,0.14,0.17,0.19,0.15,0.17,0.15,21,0
0.49,0.16,0.84,23.61,0.08,0.29,0.33,0.29,0.19,0.17,0.27,0.17,0.14,0.15,0.21,0.18,0.22,0.12,0.15,0.18,0.2,0.09,0.16,0.2,0.18,0.2,0.04,0.15,0.19,0.13,0.16,0.15,0.15,0.17,0.16,108,0
0.5,0.19,1.07,17.56,0.1,1.01,0.28,0.36,0.22,0.19,0.21,0.21,0.2,0.18,0.22,0.19,0.18,0.18,0.16,0.17,0.17,0.09,0.15,0.19,0.19,0.15,0.08,0.18,0.19,0.16,0.15,0.16,0.15,0.16,0.17,21,0
0.51,0.15,1.04,22.94,0.11,0.41,0.21,0.3,0.19,0.17,0.17,0.16,0.15,0.13,0.16,0.17,0.17,0.19,0.13,0.15,0.17,0.1,0.2,0.19,0.22,0.19,0.05,0.16,0.18,0.13,0.16,0.16,0.17,0.14,0.19,23,0
0.45,0.23,0.59,10.71,0.11,1.55,0.35,0.46,0.3,0.34,0.34,0.22,0.22,0.19,0.19,0.45,0.26,1.3,0.15,0.23,0.28,0.38,0.15,0.25,0.24,0.16,0.17,0.2,0.26,0.18,0.18,0.17,0.26,0.25,0.2,96,0
0.51,0.2,0.8,11.61,0.06,1.03,0.4,0.4,0.26,0.2,0.22,0.19,0.2,0.2,0.27,0.19,0.25,0.2,0.16,0.2,0.22,0.13,0.27,0.13,0.17,0.11,0.05,0.21,0.22,0.16,0.16,0.17,0.1,0.14,0.17,25,0
0.49,0.19,1,18.18,0.08,0.67,0.24,0.32,0.25,0.41,0.21,0.18,0.17,0.28,0.24,0.18,0.19,0.3,0.3,0.18,0.2,0.17,0.26,0.22,0.2,0.2,0.12,0.19,0.23,0.23,0.21,0.12,0.16,0.33,0.23,18,0
0.67,0.15,1.63,31.32,0.12,0.39,0.29,0.29,0.2,0.13,0.13,0.16,0.13,0.13,0.17,0.15,0.16,0.09,0.13,0.16,0.18,0.1,0.14,0.19,0.15,0.19,0.08,0.18,0.17,0.16,0.13,0.11,0.13,0.12,0.16,13,0
0.48,0.15,0.87,20.86,0.07,0.26,0.28,0.32,0.25,0.17,0.17,0.16,0.14,0.15,0.16,0.15,0.19,0.15,0.13,0.16,0.19,0.07,0.15,0.21,0.16,0.15,0.06,0.17,0.18,0.14,0.16,0.15,0.13,0.15,0.16,91,0
0.33,0.13,1.1,25.39,0.06,0.2,0.31,0.28,0.26,0.19,0.16,0.14,0.12,0.13,0.12,0.15,0.15,0.14,0.15,0.13,0.14,0.15,0.17,0.16,0.2,0.23,0.05,0.15,0.14,0.11,0.14,0.2,0.27,0.14,0.17,28,0
0.5,0.21,1.65,15.61,0.11,1.26,0.31,0.37,0.24,0.26,0.21,0.21,0.2,0.18,0.24,0.2,0.2,0.19,0.17,0.21,0.22,0.17,0.18,0.24,0.19,0.2,0.09,0.22,0.23,0.18,0.12,0.24,0.22,0.22,0.22,29,0
0.49,0.16,1.06,21.46,0.1,0.3,0.27,0.32,0.19,0.17,0.18,0.15,0.15,0.15,0.13,0.17,0.18,0.17,0.13,0.15,0.15,0.1,0.16,0.16,0.2,0.16,0.05,0.16,0.18,0.14,0.17,0.14,0.14,0.11,0.2,43,0
0.49,0.19,1.28,14.88,0.11,0.76,0.25,0.4,0.22,0.2,0.27,0.22,0.19,0.16,0.28,0.21,0.25,0.5,0.16,0.16,0.19,0.1,0.28,0.24,0.22,0.22,0.06,0.2,0.24,0.18,0.15,0.2,0.18,0.21,0.24,32,0
0.5,0.23,1.11,19.11,0.12,0.75,0.74,0.48,0.66,0.45,0.4,0.25,0.19,0.45,0.36,0.24,0.24,0.44,0.25,0.19,0.2,0.8,0.3,0.35,0.71,0.35,0.38,0.33,0.23,0.27,0.27,0.24,0.29,0.36,0.43,31,0
0.43,0.12,0.47,19.89,0.03,0.14,0.26,0.16,0.15,0.13,0.17,0.08,0.08,0.17,0.16,0.13,0.15,0.09,0.11,0.13,0.12,0.07,0.13,0.19,0.17,0.16,0.04,0.21,,0.12,0.1,0.09,0.06,0.13,0.17,43,0
0.5,0.18,1.11,19.37,0.09,0.57,0.26,0.33,0.29,0.17,0.17,0.18,0.17,0.14,0.22,0.18,0.21,0.17,0.15,0.18,0.2,0.11,0.16,0.22,0.26,0.2,0.1,0.19,0.22,0.14,0.16,0.16,0.18,0.26,0.21,78,0
0.49,0.21,1.26,22.47,0.1,0.64,0.53,0.54,0.25,0.36,0.43,0.23,0.18,0.21,0.23,0.35,0.23,0.42,0.17,0.21,0.27,0.17,0.22,0.24,0.31,0.24,0.54,0.25,0.21,0.19,0.19,0.21,0.23,0.22,0.21,46,0
0.52,0.17,1.06,25.08,0.1,0.38,0.29,0.33,0.23,0.18,0.2,0.17,0.16,0.16,0.19,0.18,0.2,0.15,0.14,0.17,0.18,0.14,0.17,0.25,0.18,0.19,0.09,0.19,0.19,0.15,0.19,0.15,0.17,0.18,0.18,39,0
0.5,0.22,1.09,9.35,0.12,0.56,0.32,0.44,0.28,0.17,0.24,0.23,0.2,0.18,0.24,0.21,0.21,0.22,0.18,0.17,0.22,0.23,0.19,0.24,0.2,0.18,0.08,0.19,0.22,0.17,0.19,0.17,0.31,0.17,0.24,51,0
0.5,0.18,0.86,20.83,0.11,0.35,0.34,0.38,0.21,0.22,0.18,0.19,0.16,0.12,0.18,0.19,0.17,0.18,0.15,0.18,0.22,0.1,0.17,0.21,0.19,0.19,0.06,0.2,0.2,0.15,0.17,0.18,0.17,0.17,0.2,18,0
0.5,0.2,1.16,18.09,0.14,0.65,0.42,0.47,0.3,0.23,0.25,0.22,0.2,0.17,0.22,0.23,0.23,0.23,0.2,0.21,0.2,0.12,0.24,0.23,0.23,0.19,0.09,0.24,0.22,0.18,0.24,0.24,0.22,0.21,0.22,174,0
0.47,0.18,0.56,20.91,0.03,0.37,0.31,0.3,0.25,0.17,0.13,0.2,0.11,0.27,0.24,0.17,0.21,0.23,0.16,0.18,0.22,0.15,0.21,0.17,0.24,0.21,0.13,0.18,0.21,0.17,0.23,0.24,0.24,0.19,0.26,98,0
0.49,0.18,1.24,22.08,0.13,0.32,0.31,0.39,0.2,0.2,0.22,0.17,0.15,0.16,0.14,0.16,0.17,0.23,0.11,0.19,0.17,0.11,0.13,0.17,0.17,0.14,0.07,0.2,0.13,0.16,0.16,0.17,0.14,0.16,0.21,94,0
0.53,0.22,1.11,18.45,0.1,1.07,0.35,0.45,0.32,0.18,0.2,0.2,0.2,0.21,0.21,0.21,0.24,0.13,0.15,0.19,0.24,0.14,0.24,0.2,0.24,0.23,0.03,0.21,0.26,0.17,0.16,0.15,0.22,0.15,0.29,9,0
0.54,0.22,1.17,20.01,0.12,0.52,0.34,0.37,0.3,0.23,0.23,0.23,0.21,0.23,0.22,0.23,0.27,0.28,0.17,0.19,0.25,0.13,0.26,0.27,0.26,0.26,0.12,0.24,0.25,0.18,0.19,0.25,0.26,0.24,0.25,95,0
0.51,0.19,1.01,20.17,0.1,0.63,0.24,0.36,0.27,0.24,0.14,0.19,0.2,0.17,0.14,0.23,0.18,0.23,0.19,0.16,0.17,0.1,0.13,0.23,0.17,0.2,0.06,0.09,0.21,0.15,0.21,0.19,0.06,0.18,0.18,42,0
0.5,0.17,1.09,24.57,0.12,0.27,0.29,0.37,0.23,0.18,0.2,0.19,0.16,0.15,0.16,0.18,0.23,0.2,0.16,0.17,0.21,0.1,0.17,0.22,0.25,0.21,0.07,0.18,0.2,0.16,0.17,0.17,0.14,0.19,0.16,61,0
0.48,0.22,0.7,17.24,0.1,0.45,0.35,0.39,0.25,0.23,0.25,0.22,0.19,0.16,0.24,0.21,0.26,0.23,0.24,0.2,0.2,0.15,0.21,0.21,0.28,0.17,1.07,0.21,0.27,0.17,0.17,0.21,0.17,0.23,0.21,117,0
0.48,0.2,1.28,22.77,0.12,0.62,0.33,0.37,0.25,0.25,0.24,0.2,0.18,0.3,0.2,0.22,0.24,0.23,0.19,0.18,0.18,0.23,0.22,0.21,0.23,0.26,0.08,0.22,0.21,0.2,0.19,0.25,0.23,0.25,0.32,100,0
0.53,0.21,1.44,25.04,0.09,0.77,0.47,0.37,0.22,0.13,0.79,0.21,0.16,0.18,,0.21,0.42,0.22,0.34,0.22,0.21,0.09,0.24,0.25,0.2,0.17,0.04,0.17,0.18,0.17,0.13,0.08,0.05,0.12,,5,0
0.49,0.16,0.77,19.76,0.07,0.35,0.57,0.37,0.26,0.17,0.34,0.17,0.15,0.13,0.34,0.16,0.11,0.35,0.15,0.14,0.21,0.08,0.19,0.24,0.17,0.19,0.06,0.2,0.2,0.13,0.16,0.16,0.13,0.14,0.25,33,0
0.48,0.21,0.99,23.3,0.09,0.3,0.44,0.44,0.24,0.26,0.41,0.23,0.18,0.21,0.24,0.23,0.23,0.35,0.18,0.19,0.22,0.12,0.28,0.23,0.32,0.28,0.05,0.27,0.2,0.17,0.24,0.21,0.15,0.2,0.22,20,0
0.51,0.19,1.25,23.35,0.12,0.54,0.31,0.35,0.25,0.21,0.23,0.21,0.17,0.15,0.22,0.38,0.2,0.14,0.15,0.18,0.22,0.24,0.15,0.22,0.28,0.15,0.21,0.17,0.23,0.14,0.15,0.18,0.17,0.16,0.21,62,0
0.51,0.15,1.08,15.44,0.1,0.27,0.27,0.35,0.21,0.15,0.18,0.14,0.14,0.12,0.2,0.17,0.19,0.14,0.13,0.16,0.17,0.07,0.16,0.22,0.17,0.11,0.06,0.18,0.18,0.13,0.17,0.16,0.14,0.13,0.14,90,0
0.48,0.15,1.09,23.16,0.11,0.4,0.24,0.31,0.24,0.12,0.12,0.15,0.13,0.13,0.18,0.16,0.16,0.1,0.13,0.15,0.17,0.07,0.07,0.15,0.17,0.14,0.14,0.13,0.18,0.13,0.15,0.12,0.14,0.14,0.16,22,0
0.48,0.2,1.06,23.85,0.14,0.54,0.27,0.35,0.24,0.21,0.24,0.21,0.18,0.19,0.2,0.2,0.22,0.15,0.17,0.2,0.21,0.16,0.23,0.25,0.23,0.24,0.08,0.21,0.23,0.18,0.19,0.22,0.17,0.22,0.23,67,0
0.49,0.14,0.73,22.57,0.06,0.27,0.23,0.28,0.16,0.17,0.22,0.16,0.14,0.12,0.16,0.15,0.15,0.15,0.11,0.14,0.18,0.07,0.11,0.16,0.15,0.12,0.05,0.15,0.17,0.12,0.1,0.12,0.11,0.12,0.15,262,0
0.53,0.22,1.77,19.32,0.17,0.81,0.44,0.47,0.37,0.21,0.27,0.23,0.22,0.21,0.25,0.23,0.25,0.31,0.2,0.25,0.26,0.17,0.24,0.28,0.26,0.22,0.1,0.28,0.25,0.19,0.21,0.19,0.19,0.21,0.24,162,0
0.48,0.17,0.77,16.21,0.08,0.35,0.2,0.29,0.19,0.25,0.15,0.18,0.16,0.16,0.13,0.18,0.19,0.17,0.15,0.16,0.16,0.1,0.11,0.19,0.16,0.18,0.07,0.14,0.19,0.18,0.14,0.16,0.17,0.14,0.08,52,0
0.48,0.2,1.06,21.17,0.08,0.45,0.39,0.45,0.22,0.26,0.2,0.18,0.16,0.25,0.37,0.22,0.37,0.22,0.18,0.2,0.22,0.14,0.25,0.22,0.2,0.24,0.11,0.26,0.34,0.18,0.2,0.24,0.31,0.21,0.25,12,0
0.52,0.17,1.27,22.13,0.13,0.35,0.32,0.37,0.21,0.2,0.17,0.16,0.15,0.14,0.15,0.2,0.16,0.18,0.18,0.2,0.15,0.07,0.19,0.21,0.17,0.18,0.05,0.21,0.18,0.16,0.16,0.15,0.15,0.18,0.19,70,0
0.74,0.2,0.99,51.38,0.07,0.58,0.33,0.39,0.31,0.22,0.24,0.23,0.18,0.29,0.21,0.2,0.23,0.21,0.14,0.2,0.24,0.12,0.19,0.21,0.32,0.22,0.08,0.2,0.22,0.19,0.17,0.17,0.21,0.18,0.22,100,0
0.51,0.18,0.99,7.98,0.11,0.47,0.25,0.34,0.26,0.19,0.27,0.19,0.16,0.2,0.24,0.19,0.19,0.29,0.16,0.18,0.19,0.14,0.17,0.21,0.24,0.2,0.09,0.19,0.22,0.17,0.18,0.19,0.2,0.2,0.22,79,0
0.37,0.16,1.06,18.37,0.11,0.52,0.33,0.36,0.24,0.22,0.39,0.16,0.15,0.17,0.18,0.16,0.18,0.31,0.17,0.18,0.19,0.09,0.19,0.2,0.25,0.2,0.06,0.22,0.17,0.14,0.2,0.19,0.18,0.16,0.26,13,0
0.58,0.19,1.04,20.66,0.08,0.39,0.29,0.36,0.23,0.18,0.26,0.2,0.18,0.18,0.16,0.18,0.2,0.13,0.15,0.18,0.18,0.09,0.15,0.2,0.22,0.18,0.06,0.2,0.2,0.14,0.16,0.18,0.14,0.19,0.11,22,0
0.5,0.15,0.97,22.08,0.08,0.33,0.25,0.33,0.19,0.17,0.19,0.16,0.13,0.14,0.13,0.15,0.15,0.16,0.13,0.14,0.16,0.08,0.16,0.21,0.17,0.25,0.04,0.19,0.17,0.14,0.17,0.15,0.1,0.14,0.18,49,0
0.49,0.17,0.91,22.18,0.09,0.28,0.24,0.33,0.21,0.17,0.18,0.17,0.14,0.18,0.15,0.17,0.2,0.13,0.14,0.17,0.17,0.11,0.22,0.19,0.23,0.24,0.06,0.22,0.17,0.16,0.15,0.17,0.17,0.16,0.21,82,0
0.49,0.17,1.17,24.17,0.1,0.39,0.26,0.35,0.24,0.18,0.2,0.18,0.15,0.17,0.18,0.18,0.17,0.16,0.15,0.17,0.19,0.14,0.2,0.2,0.2,0.24,0.08,0.2,0.22,0.14,0.21,0.16,0.16,0.17,0.19,50,0
0.48,0.18,1.39,21.45,0.1,0.77,0.29,0.38,0.24,0.22,0.2,0.17,0.21,0.17,0.25,0.19,0.18,0.15,0.15,0.15,0.18,0.1,0.19,0.21,0.21,0.22,0.08,0.17,0.2,0.17,0.16,0.18,0.22,0.2,0.22,15,0
0.52,0.18,1.66,18.96,0.11,0.63,0.32,0.35,0.22,0.18,0.16,0.19,0.17,0.19,0.17,0.17,0.21,0.16,0.18,0.14,0.17,0.11,0.17,0.17,0.19,0.16,0.13,0.16,0.18,0.17,0.15,0.15,0.1,0.16,0.18,14,0
0.49,0.16,0.89,23.02,0.07,0.34,0.23,0.31,0.2,0.15,0.17,0.16,0.14,0.13,0.17,0.18,0.16,0.16,0.13,0.17,0.19,0.08,0.16,0.21,0.15,0.19,0.09,0.15,0.19,0.12,0.15,0.15,0.12,0.16,0.18,62,0
0.5,0.15,1.02,24.79,0.09,0.37,0.24,0.29,0.17,0.13,0.11,0.16,0.13,0.13,0.11,0.17,0.15,0.15,0.12,0.15,0.17,0.06,0.13,0.16,0.15,0.14,0.03,0.14,0.16,0.13,0.1,0.12,0.09,0.11,0.12,30,0
0.6,0.21,1.32,21.28,0.08,1.31,0.34,0.39,0.29,0.2,0.2,0.2,0.21,0.18,0.21,0.2,0.21,0.18,0.19,0.17,0.22,0.12,0.24,0.2,0.23,0.21,0.15,0.2,0.22,0.15,0.19,0.4,0.18,0.18,0.18,14,0
0.56,0.23,1.85,14.02,0.14,0.97,0.37,0.47,0.28,0.23,0.26,0.24,0.22,0.25,0.2,0.25,0.24,0.21,0.2,0.2,0.23,0.18,0.23,0.24,0.22,0.23,0.16,0.21,0.24,0.19,0.2,0.22,0.22,0.21,0.16,38,0
0.51,0.15,1.18,19.18,0.11,0.48,0.32,0.33,0.19,0.15,0.15,0.15,0.14,0.13,0.17,0.15,0.14,0.15,0.12,0.15,0.16,0.09,0.16,0.18,0.17,0.15,0.06,0.18,0.15,0.12,0.17,0.14,0.16,0.13,0.18,89,0
0.5,0.17,1.06,23.47,0.12,0.3,0.34,0.35,0.24,0.2,0.23,0.17,0.16,0.16,0.18,0.19,0.18,0.23,0.16,0.17,0.16,0.1,0.18,0.2,0.19,0.21,0.08,0.18,0.2,0.16,0.17,0.18,0.16,0.17,0.18,76,0
0.53,0.21,1.26,21.87,0.1,0.67,0.37,0.41,0.29,0.25,0.18,0.23,0.2,0.24,0.24,0.23,0.24,0.16,0.18,0.19,0.23,0.12,0.3,0.26,0.21,0.26,0.06,0.24,0.24,0.2,0.21,0.22,0.23,0.24,0.24,23,0
0.5,0.19,0.75,23.32,0.06,0.25,0.38,0.31,0.25,0.24,0.22,0.19,0.17,0.19,0.25,0.22,0.24,0.12,0.17,0.21,0.2,0.08,0.23,0.2,0.26,0.23,0.08,0.26,0.22,0.16,0.19,0.17,0.2,0.16,0.2,115,0
0.49,0.2,1.32,15.27,0.11,0.71,0.29,0.39,0.27,0.32,0.28,0.22,0.19,0.22,0.32,0.2,0.19,0.3,0.18,0.19,0.22,0.16,0.27,0.21,0.38,0.27,0.07,0.2,0.22,0.18,0.21,0.2,0.54,0.33,0.3,53,0
0.49,0.22,1.22,19.45,0.11,0.57,0.35,0.39,0.26,0.24,0.27,0.24,0.21,0.22,0.23,0.25,0.22,0.23,0.31,0.2,0.21,0.21,0.19,0.2,0.38,0.28,0.19,0.21,0.24,0.29,0.14,0.21,0.2,0.29,0.22,63,0
0.5,0.17,0.85,19.19,0.09,0.6,0.22,0.3,0.21,0.17,0.19,0.18,0.16,0.15,0.24,0.18,0.18,0.16,0.14,0.16,0.18,0.17,0.17,0.2,0.19,0.19,0.09,0.15,0.19,0.15,0.16,0.15,0.17,0.16,0.2,37,0
0.5,0.21,1.14,23.24,0.12,0.33,0.35,0.4,0.29,0.22,0.24,0.2,0.18,0.21,0.26,0.21,0.22,0.18,0.22,0.21,0.23,0.14,0.22,0.2,0.29,0.21,0.1,0.23,0.23,0.2,0.22,0.18,0.22,0.28,0.25,89,0
0.46,0.17,0.78,10.95,0.07,0.99,0.22,0.31,0.19,0.16,0.58,0.19,0.17,0.15,0.14,0.16,0.17,0.16,0.15,0.18,0.2,0.15,0.21,0.17,0.41,0.36,0.05,0.16,0.18,0.18,0.15,0.13,0.21,0.16,0.19,67,0
